J1915-11;2.177000;91.06;288.750000;-11.500000;5.49;
J1915+1144;0.173650;338.30;288.750000;11.733333;7.22;
J1915+1149;0.100040;702.10;288.750000;11.816667;14.17;
J1915+1410;0.297494;273.70;288.897567;14.180972;7.13;
B1913+16;0.059030;168.77;288.866664;16.107607;5.25;
B1913+167;1.616231;62.57;288.829624;16.785688;2.20;
J1916+0748;0.541752;304.00;289.214583;7.800000;11.78;
J1916+0844;0.439995;339.40;289.079504;8.735278;11.00;
J1916+0852;2.182746;295.00;289.102500;8.876667;9.41;
B1914+09;0.270254;60.95;289.134769;9.857216;1.90;
J1916+1023;1.618339;329.80;289.153792;10.384167;7.75;
B1913+105;0.628970;387.20;289.048833;10.514833;8.15;
J1916+1225;0.227387;265.31;289.083521;12.431650;6.49;
B1914+13;0.281842;237.01;289.244459;13.213894;6.35;
J1917+0834;2.129665;29.18;289.453554;8.581842;1.23;
B1915+13;0.194631;94.54;289.415793;13.899154;2.94;
J1917+1737;0.334725;208.00;289.349900;17.625444;5.53;
B1915+22;0.425897;134.75;289.434283;22.380211;4.96;
J1918-0642;0.007646;26.55;289.700139;-6.709691;1.03;
J1918-1052;0.798693;62.73;289.701029;-10.879550;2.97;
J1918+1310;0.856740;247.40;289.500000;13.166667;6.30;
B1916+14;1.181023;27.20;289.598493;14.751667;1.30;
J1918+1541;0.370883;13.00;289.532083;15.687556;0.80;
B1917+00;1.272260;90.31;289.961096;0.361056;4.10;
J1919+0134;1.603984;191.90;289.931750;1.582361;14.36;
J1919+1314;0.571400;613.40;289.887442;13.243694;13.03;
J1919+1645;0.562790;208.00;289.788512;16.756311;5.41;
J1919+1745;2.081343;142.30;289.930592;17.751053;4.09;
J1920-09;1.038000;93.00;290.204167;-9.774167;6.16;
J1920+1040;2.215802;304.00;290.230750;10.675278;10.15;
J1920+1110;0.509886;182.00;290.055458;11.183056;6.14;
B1918+26;0.785522;27.71;290.159894;26.844000;1.72;
J1921+0812;0.210648;84.00;290.448767;8.214406;2.90;
B1919+14;0.618183;91.64;290.350666;14.321409;2.81;
J1921+1544;0.143576;385.00;290.443635;15.738183;9.04;
J1921+16;0.936430;204.70;290.250000;16.000000;5.36;
B1918+19;0.821035;153.85;290.265833;19.812407;4.32;
B1919+20;0.760681;101.00;290.464988;20.055778;3.29;
B1919+21;1.337302;12.44;290.436729;21.883958;0.81;
J1921+42;0.595201;53.00;290.483333;42.416667;4.71;
J1922+1131;0.562074;335.00;290.709458;11.532917;10.49;
J1922+1733;0.236171;238.00;290.721742;17.556519;5.36;
B1920+20;1.172763;203.31;290.533362;20.299255;5.28;
B1920+21;1.077924;217.09;290.723049;21.178324;7.03;
J1922+58;0.529623;53.00;290.500000;58.466667;5.37;
B1921+17;0.547209;142.50;290.782708;17.102611;3.97;
J1923+2515;0.003788;18.86;290.843722;25.261282;1.20;
J1924+1628;0.375090;542.90;291.000000;16.466667;10.66;
J1924+1631;2.935186;518.50;291.228667;16.530222;10.19;
J1924+1639;0.158043;208.00;291.012965;16.661321;5.06;
J1924+17;0.758430;527.40;291.000000;17.000000;10.65;
B1922+20;0.237790;213.00;291.166667;20.667500;5.47;
J1925-16;3.885800;88.00;291.275000;-16.016667;7.94;
J1925+1720;0.075659;223.30;291.362629;17.340919;5.06;
J1925+19;1.916353;328.00;291.358333;19.066667;8.33;
B1923+04;1.074078;102.24;291.601962;4.525457;4.99;
J1926+0737;0.318062;159.00;291.640583;7.618667;8.73;
J1926-1314;4.864284;40.83;291.724312;-13.234389;1.53;
B1924+14;1.324922;211.41;291.738441;14.582038;5.65;
J1926+1613;0.308300;32.90;291.500000;16.216667;1.52;
B1924+16;0.579823;176.88;291.688845;16.809106;4.50;
B1924+19;1.346012;445.00;291.595083;19.469917;10.58;
J1926+2016;0.299072;247.00;291.575267;20.266981;5.94;
J1927+0911;0.290305;202.70;291.856783;9.184917;10.93;
B1925+18;0.482766;254.00;291.793425;18.869028;5.30;
B1925+188;0.298313;99.00;291.854042;18.943556;3.10;
B1925+22;1.431066;180.00;291.783667;22.582583;6.71;
J1928+1443;1.010739;101.00;292.028292;14.719806;3.08;
J1928+15;0.403000;242.00;292.083333;15.216667;5.75;
J1928+1746;0.068730;176.68;292.177304;17.774894;4.34;
J1928+1923;0.817330;476.00;292.021513;19.392033;10.58;
J1929+00;1.166900;33.00;292.366667;0.433333;1.26;
J1929+1357;0.866927;150.70;292.294250;13.959972;4.77;
J1929+16;0.529681;12.00;292.325000;16.350000;0.76;
B1926+18;1.220470;112.00;292.319917;18.749861;3.32;
J1929+19;0.339215;527.00;292.383333;19.083333;11.63;
J1929+1955;0.257832;281.00;292.323214;19.918864;6.61;
J1929+2121;0.723599;66.00;292.267663;21.356300;2.65;
J1929+62;1.456004;67.70;292.250000;62.266667;11.94;
B1927+13;0.760032;207.30;292.503946;13.269750;6.34;
J1930+14;0.425710;209.20;292.500000;14.000000;5.94;
J1930+17;1.609690;201.00;292.683333;17.416667;4.66;
J1930-1852;0.185520;42.85;292.623815;-18.862853;2.00;
J1930+1852;0.136855;308.00;292.625542;18.870583;6.20;
J1931+1439;1.779226;243.00;292.918471;14.660750;6.12;
B1929+15;0.314355;140.00;292.982125;15.615972;4.01;
J1931+1952;0.501123;441.00;292.982767;19.869861;9.62;
J1931+30;0.582126;56.00;292.866667;30.583333;3.97;
B1929+10;0.226518;3.18;293.058124;10.992339;0.23;
J1932+1500;1.864332;90.50;293.192946;15.006167;2.85;
J1932+17;0.041820;53.20;293.000000;17.000000;2.07;
J1932+1916;0.208215;*;293.082083;19.277500;*;
B1929+20;0.268217;211.15;293.033431;20.346226;4.96;
B1930+22;0.144470;219.20;293.094758;22.347635;8.00;
J1932-3655;0.571420;59.88;293.025625;-36.917250;6.73;
J1933+0758;0.437454;165.02;293.330862;7.968614;11.17;
B1930+13;0.928324;177.01;293.343871;13.080547;6.09;
J1933+1726;0.021507;156.90;293.345762;17.447113;4.07;
B1931+24;0.813690;106.03;293.407637;24.611010;4.64;
J1933-6211;0.003543;11.50;293.385113;-62.196356;0.65;
J1934+19;0.230990;97.60;293.500000;19.000000;3.11;
J1934+2352;0.178432;355.50;293.692458;23.882194;12.20;
J1935+12;1.939900;190.00;293.812500;12.050000;8.37;
B1933+16;0.358738;158.52;293.949275;16.277774;4.31;
J1935+1726;0.004200;61.60;293.766450;17.441239;2.31;
B1933+17;0.654408;214.60;293.874875;17.753389;4.85;
J1935+2025;0.080118;182.00;293.924754;20.427806;4.60;
J1935+2154;3.244980;*;293.732000;21.896722;*;
J1935+52;0.568387;71.00;293.750000;52.200000;7.41;
B1933+15;0.967338;165.00;294.006333;15.610000;4.63;
J1936+20;1.390880;205.10;294.000000;20.000000;4.86;
J1936+21;0.642932;264.00;294.120833;21.200000;8.14;
J1937-00;0.240100;68.60;294.287500;-0.283333;3.51;
J1937+1505;2.872774;237.00;294.317958;15.088611;6.45;
B1935+25;0.200980;53.22;294.255275;25.737132;2.87;
J1937+2950;1.657429;113.99;294.448346;29.833833;7.47;
J1938+0650;1.121562;70.80;294.472750;6.835000;2.83;
J1938+14;2.902510;74.20;294.579167;14.700000;2.54;
J1938+2010;0.687082;327.70;294.534750;20.181028;8.81;
J1938+2012;0.002634;236.91;294.667001;20.214119;6.29;
J1938+2213;0.166116;91.00;294.559083;22.220189;3.42;
J1939+10;2.310000;90.00;294.795833;10.750000;3.55;
B1937+21;0.001558;71.02;294.910672;21.583090;2.90;
B1937+24;0.645302;142.88;294.773320;24.715446;7.11;
J1939+66;0.022261;41.20;295.000000;66.200000;3.36;
J1940+2245;0.258912;222.40;295.115183;22.762950;8.08;
J1940+2337;0.546824;252.10;295.147858;23.629583;8.47;
J1940-2403;1.855276;63.30;295.125000;-24.050000;6.31;
J1941+01;1.404730;133.30;295.491667;1.766667;25.00;
J1941+0121;0.217317;52.70;295.316829;1.360972;2.15;
J1941+1026;0.905394;138.91;295.384725;10.440444;7.97;
J1941+1341;0.559084;147.90;295.270279;13.691778;5.46;
J1941+2525;2.306153;314.40;295.336667;25.418139;11.16;
B1937-26;0.402858;50.04;295.251696;-26.034931;3.56;
J1941+43;0.840887;79.00;295.500000;43.383333;6.48;
B1939+17;0.696262;190.00;295.504292;17.724528;4.91;
J1942+81;0.203568;40.30;295.500000;81.100000;3.50;
J1943+0609;0.446226;70.76;295.871383;6.166000;3.27;
B1940-12;0.972429;28.92;295.856172;-12.628449;1.20;
J1943+2210;0.005084;174.09;295.818713;22.173098;6.78;
J1944+0907;0.005185;24.34;296.038875;9.123066;1.22;
J1944-10;0.409135;31.01;296.000000;-10.283333;1.28;
B1941-17;0.841158;56.32;296.021833;-17.836406;4.12;
B1942+17;1.996899;175.00;296.132500;17.928444;4.88;
J1944+2236;0.003618;185.45;296.004461;22.606283;7.60;
B1942-00;1.045632;59.71;296.368322;-0.682798;3.16;
J1945+07;1.073900;62.00;296.479167;7.283333;2.57;
B1943+18;1.068708;217.70;296.400417;18.572250;7.36;
J1946-1312;0.491865;60.00;296.740954;-13.210111;4.46;
J1946+14;2.282440;50.30;296.716667;14.700000;2.09;
B1944+17;0.440618;16.14;296.721017;18.094789;1.01;
B1944+22;1.334450;140.00;296.603708;22.749833;5.95;
J1946+24;4.729000;96.00;296.500000;23.966667;4.30;
J1946+2535;0.515167;248.81;296.704583;25.597639;8.30;
J1946+2611;0.435060;165.00;296.690875;26.197000;7.56;
B1943-29;0.959448;44.31;296.715558;-29.229750;3.12;
J1946+3417;0.003170;111.11;296.604713;34.287414;6.97;
J1946-5403;0.002710;23.70;296.600000;-54.033333;1.15;
J1947+0915;1.480744;94.00;296.942583;9.252222;5.15;
J1947+10;1.110944;149.00;296.900000;10.733333;10.85;
J1947+1957;0.157509;185.80;296.830979;19.952331;6.78;
J1947-4215;1.798069;35.00;296.775000;-42.250000;2.20;
J1947-43;0.180940;29.90;296.750000;-43.000000;1.62;
J1948+2333;0.528352;198.20;297.080488;23.550897;8.05;
J1948+2551;0.196627;289.27;297.073246;25.864431;8.70;
B1946+35;0.717311;129.37;297.104195;35.669738;7.65;
J1949+2306;1.319373;196.30;297.280500;23.115417;8.11;
B1946-25;0.957617;23.07;297.355894;-25.400273;1.05;
J1949+3106;0.013138;164.13;297.373494;31.101064;7.47;
J1950+05;0.455934;71.00;297.741667;5.583333;3.94;
J1950+2414;0.004305;142.09;297.687766;24.249157;7.27;
J1951+1123;5.094083;31.29;297.784375;11.390333;1.51;
B1949+14;0.275026;31.51;298.025647;14.124829;1.59;
J1952+2630;0.020732;315.34;298.153500;26.507798;10.04;
B1951+32;0.039531;45.01;298.242525;32.877919;3.22;
J1953+1149;0.851890;140.03;298.447792;11.828500;10.51;
J1953+1846A;0.004888;117.00;298.441667;18.778333;4.50;
J1953+2732;1.333965;195.40;298.282500;27.546722;7.60;
J1953+67;0.008565;57.20;298.250000;67.033333;5.44;
J1954+2407;0.193405;80.50;298.501558;24.120556;4.18;
J1954+2836;0.092709;*;298.579792;28.601667;*;
B1952+29;0.426677;7.93;298.593975;29.388136;0.54;
J1954+43;1.386961;130.00;298.750000;43.833333;9.95;
J1955+2527;0.004873;209.97;298.997480;25.450956;8.18;
B1953+29;0.006133;104.50;298.866148;29.145402;6.30;
B1953+50;0.518938;31.98;298.828182;50.998692;2.19;
J1956+07;5.012480;61.30;299.145833;7.266667;3.16;
J1956+0838;0.303911;67.09;299.217750;8.638000;3.54;
J1956-28;0.260014;45.69;299.000000;-27.883333;3.73;
J1957+2516;0.003962;44.14;299.394215;25.267243;2.66;
J1957+2831;0.307683;138.99;299.330822;28.528845;6.89;
J1957+5033;0.374806;*;299.412083;50.555000;*;
J1958+2846;0.290389;*;299.666958;28.765000;*;
B1957+20;0.001607;29.12;299.903208;20.804201;1.73;
J1959+3620;0.406081;273.00;299.908458;36.341417;10.89;
J2001+42;0.719161;55.00;300.500000;42.716667;3.74;
J2002+1637;0.276497;94.58;300.699042;16.621306;4.90;
J2002+30;0.421794;196.00;300.741667;30.583333;7.09;
B2000+32;0.696761;142.21;300.518436;32.288420;6.46;
B2000+40;0.905067;131.49;300.683460;40.848307;6.39;
J2004+2653;0.665879;160.00;301.245917;26.894556;7.67;
B2002+31;2.111265;234.82;301.217860;31.619448;7.26;
J2004+3429;0.240953;351.00;301.195708;34.488250;10.78;
J2005-0020;2.279661;35.93;301.432290;-0.339429;1.83;
J2005+3547;0.615034;401.60;301.322888;35.790389;13.56;
J2005+3552;0.307943;455.00;301.447917;35.873417;14.65;
B2003-08;0.580871;32.39;301.568196;-8.117199;1.71;
J2006+3102;0.163695;107.16;301.545833;31.034167;6.03;
J2007+0809;0.325724;53.39;301.806250;8.159167;3.04;
J2007+0910;0.458735;48.73;301.992096;9.170258;2.63;
J2007+20;4.634000;67.00;301.750000;20.350000;3.81;
J2007+2722;0.024497;127.00;301.815953;27.379976;7.10;
J2007+3120;0.608205;191.50;301.787550;31.347650;6.91;
J2008+2513;0.589196;60.56;302.147842;25.225100;4.03;
J2009+3326;1.438369;263.60;302.454833;33.436167;7.30;
J2010-1323;0.005223;22.16;302.691337;-13.398910;1.16;
J2010+2845;0.565369;112.47;302.521117;28.758103;6.58;
J2010+3230;1.442448;371.80;302.610417;32.502028;13.02;
J2011+3331;0.931733;298.58;302.770525;33.523511;8.60;
J2012-2029;0.544002;37.67;303.194167;-20.491944;2.81;
J2013-0649;0.580187;63.36;303.323961;-6.818164;9.57;
J2013+3058;0.276028;148.70;303.392721;30.980747;6.64;
B2011+38;0.230194;238.22;303.293196;38.762031;7.13;
J2015+2524;2.303299;13.00;303.802917;25.408694;0.88;
J2016+1948;0.064940;33.81;304.239348;19.797663;2.16;
J2017+0603;0.002896;23.92;304.344604;6.051547;1.40;
J2017+2043;0.537143;60.49;304.370575;20.725528;4.21;
J2017+3625;0.166749;*;304.482667;36.418861;*;
J2017+59;0.403619;61.00;304.500000;59.216667;3.95;
B2016+28;0.557953;14.20;304.515972;28.665059;0.96;
J2018+3431;0.387664;222.35;304.721650;34.516808;6.64;
J2019+2425;0.003935;17.20;304.883121;24.420918;1.16;
J2021+3651;0.103741;367.50;305.272750;36.851333;10.51;
J2021+4026;0.265318;*;305.374958;40.445861;*;
B2020+28;0.343402;24.63;305.654446;28.906418;1.71;
J2022+3842;0.048579;429.10;305.590371;38.704117;13.15;
B2021+51;0.529197;22.55;305.707804;51.913954;1.42;
B2022+50;0.372619;32.99;305.924761;50.626349;2.06;
J2024+48;1.262000;99.00;306.000000;48.000000;4.55;
B2025+21;0.398173;97.09;306.819542;21.767897;10.30;
J2027+4557;1.099651;229.59;306.817638;45.965856;9.00;
J2027+74;0.515229;11.00;307.000000;74.783333;0.71;
J2028+3332;0.176707;*;307.082750;33.534544;*;
B2027+37;1.216805;190.66;307.349469;37.735601;5.77;
B2028+22;0.630513;71.86;307.668525;22.472729;6.39;
J2030+3641;0.200129;246.00;307.501088;36.690875;6.95;
J2030+4415;0.227070;*;307.713958;44.260583;*;
J2030+55;0.579000;60.00;307.500000;55.000000;3.44;
J2032+4127;0.143246;114.67;308.054663;41.456753;4.62;
J2033+0042;5.013398;37.84;308.379625;0.706111;2.93;
J2033+1734;0.005949;25.08;308.364655;17.582955;1.74;
J2033-1938;1.281719;23.47;308.480833;-19.649722;1.52;
J2036+2835;1.358727;84.22;309.193179;28.586233;6.74;
B2034+19;2.074377;36.89;309.310583;19.715083;2.79;
B2035+36;0.618715;93.56;309.364336;36.356694;4.85;
J2038+35;0.160000;58.00;309.500000;35.000000;3.82;
J2038-3816;1.577286;33.96;309.725792;-38.269972;3.59;
B2036+53;1.424568;160.20;309.513199;53.320228;8.19;
J2040+1657;0.865606;50.69;310.074437;16.958461;4.45;
J2043+1711;0.002380;20.71;310.837009;17.191369;1.47;
J2043+2740;0.096131;21.02;310.931250;27.682222;1.48;
J2043+7045;0.588000;57.00;310.750000;70.750000;3.92;
J2044+4614;1.392715;315.40;311.245000;46.248333;8.95;
J2045+0912;0.395555;31.78;311.447266;9.208100;2.46;
B2043-04;1.546938;35.80;311.500654;-4.357222;3.27;
B2044+15;1.138286;39.82;311.663954;15.676003;3.34;
B2045+56;0.476735;101.79;311.694205;57.143636;4.34;
J2047+1053;0.004290;34.60;311.750000;10.883333;2.79;
J2047+5029;0.445945;107.68;311.977667;50.493936;3.97;
B2045-16;1.961572;11.46;312.148503;-16.279043;0.77;
J2048+2255;0.283901;70.68;312.191117;22.918142;7.65;
J2050+13;1.220000;60.00;312.500000;13.016667;8.75;
J2051-0827;0.004509;20.73;312.781332;-8.460486;1.47;
J2052+1218;0.001990;42.00;313.195833;12.300000;3.92;
B2048-72;0.341336;17.30;313.446417;-72.011722;1.03;
B2053+21;0.815181;36.35;313.913133;22.157560;3.00;
J2055+2539;0.319561;*;313.953333;25.667222;*;
B2053+36;0.221508;97.42;313.880634;36.505964;5.24;
J2102+38;1.190000;85.00;315.500000;38.000000;4.62;
J2105+07;3.746630;52.60;316.362500;7.950000;25.00;
J2105+28;0.405737;62.40;316.500000;28.483333;5.84;
J2105+6223;2.304879;50.75;316.303875;62.384861;2.72;
J2108-3429;1.423102;30.22;317.127042;-34.493861;3.88;
B2106+44;0.414871;139.83;317.085342;44.696908;4.35;
J2111+2106;3.953853;59.30;317.888042;21.101944;8.40;
J2111+40;4.061000;120.00;317.750000;40.000000;5.28;
J2111+4606;0.157830;*;317.850542;46.108694;*;
B2110+27;1.202852;25.11;318.268290;27.900636;1.87;
B2111+46;1.014685;141.26;318.351367;46.735783;4.12;
J2113+67;0.552170;55.10;318.500000;67.033333;2.89;
B2113+14;0.440153;56.20;319.057300;14.239178;25.00;
J2122+54;0.138866;31.70;320.750000;54.550000;1.81;
B2122+13;0.694053;30.25;321.194060;14.122039;2.81;
J2124-3358;0.004931;4.60;321.182706;-33.979125;0.36;
B2123-67;0.325771;35.00;321.880333;-66.807806;6.00;
J2129-0429;0.007620;16.90;322.437663;-4.484886;1.39;
B2127+11A;0.110665;67.31;322.492694;12.167009;25.00;
B2127+11B;0.056133;67.69;322.494300;12.166753;25.00;
B2127+11C;0.030529;67.13;322.505018;12.177280;25.00;
B2127+11D;0.004803;67.30;322.492808;12.166594;25.00;
B2127+11E;0.004651;66.51;322.492446;12.169064;25.00;
B2127+11F;0.004027;65.52;322.488242;12.167475;25.00;
B2127+11G;0.037660;66.40;322.491458;12.165917;25.00;
B2127+11H;0.006743;67.15;322.492433;12.166508;25.00;
J2129-5721;0.003726;31.85;322.344862;-57.353948;6.17;
J2136-1606;1.227235;18.48;324.000917;-16.103611;1.63;
J2137+64;1.750870;106.00;324.250000;64.316667;3.74;
J2138+4911;0.696000;168.00;324.500000;49.183333;4.20;
J2139+00;0.312470;36.00;324.925000;0.600000;25.00;
J2139+2242;1.083514;44.16;324.862083;22.711667;4.93;
J2139+4716;0.282849;*;324.983125;47.270278;*;
J2140-2310A;0.011019;25.06;325.093359;-23.180220;3.11;
J2140-2310B;0.012986;25.09;325.091667;-23.179722;3.12;
J2143+0654;9.428229;*;325.764083;6.904869;*;
J2144-3933;8.509827;3.35;326.050252;-39.565801;0.29;
J2144-5237;0.005040;19.00;326.163333;-52.625583;1.58;
J2145-0750;0.016052;9.00;326.460252;-7.838469;0.69;
B2148+63;0.380140;129.72;327.494125;63.495417;3.88;
B2148+52;0.332206;148.93;327.657222;52.797118;3.61;
J2151+2315;0.593534;23.60;327.870417;23.253556;1.91;
J2154-28;1.343350;28.00;328.700000;-28.133333;25.00;
J2155+2813;1.609020;77.13;328.815917;28.220028;25.00;
B2152-31;1.030002;14.85;328.806711;-31.315189;1.30;
B2151-56;1.373654;14.00;328.755833;-56.699167;1.04;
J2156+2618;0.498149;48.44;329.098767;26.308464;6.10;
B2154+40;1.525266;71.12;329.257706;40.296107;4.78;
J2203+50;0.745000;79.00;330.750000;50.000000;3.06;
J2204+27;0.084700;35.00;331.166667;27.033333;3.18;
J2205+1444;0.938014;36.72;331.321863;14.742028;6.04;
J2206+6151;0.322674;167.00;331.575496;61.866139;4.03;
J2207+40;0.636985;12.00;331.750000;40.950000;0.76;
J2208+5500;0.933161;101.03;332.098833;55.002336;2.99;
J2210+57;2.057430;189.43;332.750000;57.483333;3.81;
B2210+29;1.004593;74.52;333.097285;29.551581;25.00;
J2213+53;0.751000;161.00;333.250000;53.000000;3.81;
J2214+3000;0.003119;22.55;333.661879;30.010610;1.67;
J2215+1538;0.374196;29.24;333.915221;15.643022;3.14;
J2215+5135;0.002610;69.20;333.886202;51.593428;2.77;
J2216+5759;0.419102;176.00;334.021750;57.998250;3.59;
J2217+5733;1.056844;162.75;334.479292;57.551111;3.43;
B2217+47;0.538469;43.50;334.950579;47.914981;2.39;
J2222-0137;0.032818;3.28;335.524871;-1.621035;0.29;
J2222+2923;0.281399;49.41;335.763434;29.399624;7.63;
J2222+5602;1.336000;168.00;335.500000;56.000000;3.57;
J2225+35;0.940000;51.80;336.200000;35.500000;4.98;
B2224+65;0.682542;36.44;336.469671;65.593217;1.88;
J2227+30;0.842408;33.00;336.875000;30.600000;2.82;
J2229+2643;0.002978;22.72;337.462023;26.732689;1.80;
J2229+6114;0.051624;204.97;337.272000;61.235917;5.04;
B2227+61;0.443055;124.64;337.424312;62.093339;3.01;
J2229+64;1.893120;194.00;337.250000;64.966667;6.91;
J2234+06;0.003600;11.00;338.591667;6.183333;0.88;
J2234+2114;1.358745;35.08;338.736000;21.238556;4.47;
J2235+1506;0.059767;18.09;338.932084;15.113628;1.54;
J2236-5527;0.006908;20.00;339.216046;-55.463565;2.05;
J2238+5903;0.162734;*;339.617792;59.061333;*;
J2238+6021;3.070000;182.00;339.500000;60.350000;3.63;
J2240+5832;0.139935;263.50;340.178913;58.543756;7.27;
J2241-5236;0.002187;11.41;340.425077;-52.610063;0.96;
B2241+69;1.664501;40.86;340.735027;69.847817;2.01;
J2243+1518;0.596799;42.13;340.790700;15.306975;25.00;
J2243+69;0.855405;68.00;341.000000;69.666667;2.54;
J2244+63;0.461000;92.00;341.000000;63.000000;2.63;
J2248-0101;0.477233;29.05;342.112103;-1.030024;25.00;
J2253+1516;0.792236;29.20;343.310554;15.277175;3.81;
J2256-1024;0.002290;13.80;344.234958;-10.409547;1.33;
B2255+58;0.368246;151.08;344.490601;59.154121;3.15;
J2301+5852;6.979071;*;345.284542;58.879014;*;
J2302+4442;0.005192;13.73;345.695745;44.706137;0.86;
J2302+6028;1.206404;156.70;345.546667;60.466728;3.17;
B2303+30;1.575886;49.58;346.493017;31.000489;25.00;
B2303+46;1.066371;62.07;346.482675;47.129256;3.16;
J2307+2225;0.535829;7.02;346.922033;22.430589;0.49;
B2306+55;0.475068;46.54;347.057592;55.793342;2.08;
J2311+67;1.944700;97.10;347.750000;67.083333;2.65;
B2310+42;0.349434;17.28;348.285920;42.886956;1.11;
J2315+58;1.061000;74.00;348.750000;58.000000;2.39;
J2316+69;0.813386;71.00;349.250000;69.200000;2.40;
J2317+1439;0.003445;21.90;349.288486;14.658682;2.16;
B2315+21;1.444653;20.87;349.490952;21.830009;1.80;
J2319+6411;0.216018;246.00;349.896708;64.190488;6.85;
B2319+60;2.256488;94.59;350.480058;60.408532;2.51;
J2322+2057;0.004808;13.36;350.593063;20.950744;1.01;
B2321-61;2.347486;14.00;351.112417;-60.901694;1.21;
J2325-0530;0.868735;14.97;351.313750;-5.510833;1.49;
B2323+63;1.436310;197.37;351.305534;63.281194;4.85;
B2324+60;0.233652;122.61;351.744572;61.226797;2.73;
J2326+6141;0.790000;33.00;351.500000;61.000000;1.66;
J2329+16;0.632100;31.00;352.458333;16.950000;25.00;
B2327-20;1.643622;8.46;352.612021;-20.091564;0.86;
J2333+6145;0.756899;125.00;353.331033;61.758358;2.73;
B2334+61;0.495370;58.41;354.274008;61.850425;2.08;
J2339-0533;0.002884;*;354.911417;-5.551478;*;
J2340+08;0.303300;24.00;355.187500;8.550000;3.29;
J2343+6221;1.799000;117.00;355.750000;62.350000;2.62;
J2346-0609;1.181463;22.50;356.710225;-6.166525;25.00;
J2352+65;1.164000;152.00;358.000000;65.000000;3.05;
J2353+85;1.011691;38.00;358.500000;85.566667;2.58;
B2351+61;0.944784;94.66;358.519683;61.929664;2.40;
